"","X","Covid_infect_unvac","Covid_infect_vac","Covid_infect","Covid_propInfect_unvac","Covid_propInfect_vac","Covid_propInfect","Covid_cumInfect_unvac","Covid_cumInfect_vac","Covid_symptInfect_unvac","Covid_symptInfect_vac","Covid_symptInfect","Covid_propSymptInfect_unvac","Covid_propSymptInfect_vac","Covid_propSymptInfect","NonCovid_symptInfect_unvac","NonCovid_symptInfect_vac","NonCovid_symptInfect","NonCovid_propSymptInfect_unvac","NonCovid_propSymptInfect_vac","NonCovid_propSymptInfect","CoInfect_unvac","CoInfect_vac","Sympt_coInfect_unvac","Sympt_coInfect_vac","NeverInfect_unvac","NeverInfect_vac","Covid_cumSymptInfect_unvac","Covid_cumSymptInfect_vac","Covid_cumSymptInfect","Covid_cumPropSymptInfect_unvac","Covid_cumPropSymptInfect_vac","Covid_cumPropSymptInfect","NonCovid_cumSymptInfect_covidSusc_unvac","NonCovid_cumSymptInfect_covidSusc_vac","NonCovid_cumSymptInfect_unvac","NonCovid_cumSymptInfect_vac","NonCovid_cumSymptInfect","NonCovid_cumPropSymptInfect_unvac","NonCovid_cumPropSymptInfect_vac","NonCovid_cumPropSymptInfect","Covid_cumSymptExpInfect_tested_unvac","Covid_cumSymptExpInfect_tested_vac","Covid_cumSymptExpInfect_tested","Covid_cumPropSymptExpInfect_tested_unvac","Covid_cumPropSymptExpInfect_tested_vac","Covid_cumPropSymptExpInfect_tested","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","NonCovid_cumSymptInfect_tested","NonCovid_cumPropSymptInfect_tested_unvac","NonCovid_cumPropSymptInfect_tested_vac","NonCovid_cumPropSymptInfect_tested","EverTested_unvac","EverTested_vac","CumNum_falsePos_unvac","CumNum_falsePos_vac","CumProp_falsePos_unvac","CumProp_falsePos_vac","CumNum_falseNeg_unvac","CumNum_falseNeg_vac","CumProp_falseNeg_unvac","CumProp_falseNeg_vac","CumNum_misclass_unvac","CumNum_misclass_vac","CumProp_misclass_unvac","CumProp_misclass_vac","VE_symptRR","VE_symptOR","VE_symptSuscOR","VE_symptRR_observed","VE_symptOR_observed","Label_veSusc","Label_veInfect","Label_veJoint","t","TestedStarted_bin","Label_testingDiff","VE_symptRR_degUnder_highChange_trueVeff","VE_symptOR_degUnder_highChange_trueVeff","VE_symptRR_degUnder_highChange_targEst","VE_symptOR_degUnder_highChange_targEst","VE_symptRR_degUnder_peak_trueVeff","VE_symptOR_degUnder_peak_trueVeff","VE_symptRR_degUnder_peak_targEst","VE_symptOR_degUnder_peak_targEst","Covid_cumPropSymptInfect_highChange","Covid_cumPropSymptInfect_peak","Covid_cumPropSymptInfect_final","t_highChange","t_peak","VE_susc","VE_infect","Covid_probTrans","Epi_simNum","Seed_num","Avg_numContacts"
"1",1,3,7,10,0.00012,9.33333333333333e-05,1e-04,0,0,1,3,4,4e-05,4e-05,4e-05,3857,11343,15200,0.15428,0.15124,0.152,2,0,1,0,21142,63650,1,3,4,4e-05,4e-05,4e-05,3855,11343,3856,11343,15199,0.15424,0.15124,0.15199,0,2,2,0,2.66666666666667e-05,2e-05,400,1178,1578,0.016,0.0157066666666667,0.01578,400,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019836022216345,-0.019571541920127,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",0,TRUE,"equal",0.00379944198260296,-0.0312437228458553,0.00943975048332324,0.016964403832374,-0.00221330956625077,-0.0793521431289032,0.00265662388807464,0.0205001954747198,0.09176,0.19302,0.31091,74,87,0.55,0.2,0.1,3,966715654,6.00528
"2",2,6,9,15,0.00024,0.00012,0.00015,3,2,1,3,4,4e-05,4e-05,4e-05,3856,11344,15200,0.15424,0.151253333333333,0.152,3,1,1,0,21140,63642,1,3,4,4e-05,4e-05,4e-05,3854,11349,3856,11350,15206,0.15424,0.151333333333333,0.15206,0,2,2,0,2.66666666666667e-05,2e-05,735,2175,2910,0.0294,0.029,0.0291,735,2177,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192070484581497,-0.0187681734073486,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",1,TRUE,"equal",0.00379944198260296,-0.0312437228458553,0.00943975048332324,0.016964403832374,-0.00221330956625077,-0.0793521431289032,0.00265662388807464,0.0205001954747198,0.09176,0.19302,0.31091,74,87,0.55,0.2,0.1,3,966715654,6.00528
"3",3,7,12,19,0.00028,0.00016,0.00019,4,5,1,3,4,4e-05,4e-05,4e-05,3856,11344,15200,0.15424,0.151253333333333,0.152,3,1,1,0,21128,63613,1,3,4,4e-05,4e-05,4e-05,3865,11375,3867,11376,15243,0.15468,0.15168,0.15243,0,2,2,0,2.66666666666667e-05,2e-05,1000,3012,4012,0.04,0.04016,0.04012,1000,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197784810126582,-0.0193406593406593,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",2,TRUE,"equal",0.00379944198260296,-0.0312437228458553,0.00943975048332324,0.016964403832374,-0.00221330956625077,-0.0793521431289032,0.00265662388807464,0.0205001954747198,0.09176,0.19302,0.31091,74,87,0.55,0.2,0.1,3,966715654,6.00528
"4",4,7,13,20,0.00028,0.000173333333333333,2e-04,4,6,1,3,4,4e-05,4e-05,4e-05,3854,11346,15200,0.15416,0.15128,0.152,3,1,1,0,21096,63525,1,3,4,4e-05,4e-05,4e-05,3897,11462,3899,11463,15362,0.15596,0.15284,0.15362,0,2,2,0,2.66666666666667e-05,2e-05,1250,3710,4960,0.05,0.0494666666666667,0.0496,1250,3712,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204135043182414,-0.0199790612458559,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",3,TRUE,"equal",0.00379944198260296,-0.0312437228458553,0.00943975048332324,0.016964403832374,-0.00221330956625077,-0.0793521431289032,0.00265662388807464,0.0205001954747198,0.09176,0.19302,0.31091,74,87,0.55,0.2,0.1,3,966715654,6.00528
"5",5,7,14,21,0.00028,0.000186666666666667,0.00021,4,7,1,3,4,4e-05,4e-05,4e-05,3851,11349,15200,0.15404,0.15132,0.152,3,2,1,0,21026,63278,1,3,4,4e-05,4e-05,4e-05,3967,11708,3969,11710,15679,0.15876,0.156133333333333,0.15679,0,2,2,0,2.66666666666667e-05,2e-05,1444,4298,5742,0.05776,0.0573066666666667,0.05742,1444,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168232280102476,-0.0164844550734542,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",4,TRUE,"equal",0.00379944198260296,-0.0312437228458553,0.00943975048332324,0.016964403832374,-0.00221330956625077,-0.0793521431289032,0.00265662388807464,0.0205001954747198,0.09176,0.19302,0.31091,74,87,0.55,0.2,0.1,3,966715654,6.00528
"6",6,7,13,20,0.00028,0.000173333333333333,2e-04,4,7,1,7,8,4e-05,9.33333333333333e-05,8e-05,3826,11374,15200,0.15304,0.151653333333333,0.152,3,2,1,1,20912,62861,1,7,8,4e-05,9.33333333333333e-05,8e-05,4081,12125,4083,12126,16209,0.16332,0.16168,0.16209,0,2,2,0,2.66666666666667e-05,2e-05,1641,4833,6474,0.06564,0.06444,0.06474,1641,4835,0,0,0,0,0,0,0,0,0,0,0,0,-1.33333333333333,-1.35700148441366,-1.3560412371134,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",5,TRUE,"equal",0.00379944198260296,-0.0312437228458553,0.00943975048332324,0.016964403832374,-0.00221330956625077,-0.0793521431289032,0.00265662388807464,0.0205001954747198,0.09176,0.19302,0.31091,74,87,0.55,0.2,0.1,3,966715654,6.00528
"7",7,9,15,24,0.00036,2e-04,0.00024,6,9,1,7,8,4e-05,9.33333333333333e-05,8e-05,3829,11371,15200,0.15316,0.151613333333333,0.152,3,4,1,1,20700,62201,1,7,8,4e-05,9.33333333333333e-05,8e-05,4291,12783,4293,12786,17079,0.17172,0.17048,0.17079,0,3,3,0,4e-05,3e-05,1802,5330,7132,0.07208,0.0710666666666667,0.07132,1802,5333,0,0,0,0,0,0,0,0,0,0,0,0,-1.33333333333333,-1.35030502111685,-1.34976140186185,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",6,TRUE,"equal",0.00379944198260296,-0.0312437228458553,0.00943975048332324,0.016964403832374,-0.00221330956625077,-0.0793521431289032,0.00265662388807464,0.0205001954747198,0.09176,0.19302,0.31091,74,87,0.55,0.2,0.1,3,966715654,6.00528
"8",8,9,15,24,0.00036,2e-04,0.00024,8,9,1,7,8,4e-05,9.33333333333333e-05,8e-05,3807,11393,15200,0.15228,0.151906666666667,0.152,2,4,0,1,20377,61209,2,7,9,8e-05,9.33333333333333e-05,9e-05,4612,13775,4614,13778,18392,0.18456,0.183706666666667,0.18392,0,3,3,0,4e-05,3e-05,1975,5826,7801,0.079,0.07768,0.07801,1975,5829,0,0,0,0,0,0,0,0,0,0,0,0,-0.166666666666667,-0.172085934097837,-0.171833030852995,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",7,TRUE,"equal",0.00379944198260296,-0.0312437228458553,0.00943975048332324,0.016964403832374,-0.00221330956625077,-0.0793521431289032,0.00265662388807464,0.0205001954747198,0.09176,0.19302,0.31091,74,87,0.55,0.2,0.1,3,966715654,6.00528
"9",9,10,16,26,4e-04,0.000213333333333333,0.00026,9,10,2,7,9,8e-05,9.33333333333333e-05,9e-05,3796,11404,15200,0.15184,0.152053333333333,0.152,2,5,0,1,19984,60014,3,7,10,0.00012,9.33333333333333e-05,1e-04,5004,14969,5006,14973,19979,0.20024,0.19964,0.19979,0,4,4,0,5.33333333333333e-05,4e-05,2121,6346,8467,0.08484,0.0846133333333333,0.08467,2121,6350,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0.219884681315256,0.21998797514864,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",8,TRUE,"equal",0.00379944198260296,-0.0312437228458553,0.00943975048332324,0.016964403832374,-0.00221330956625077,-0.0793521431289032,0.00265662388807464,0.0205001954747198,0.09176,0.19302,0.31091,74,87,0.55,0.2,0.1,3,966715654,6.00528
"10",10,12,19,31,0.00048,0.000253333333333333,0.00031,11,14,2,6,8,8e-05,8e-05,8e-05,3793,11407,15200,0.15172,0.152093333333333,0.152,1,6,0,1,19518,58646,3,7,10,0.00012,9.33333333333333e-05,1e-04,5468,16333,5470,16338,21808,0.2188,0.21784,0.21808,2,5,7,8e-05,6.66666666666667e-05,7e-05,2295,6898,9193,0.0918,0.0919733333333333,0.09193,2297,6903,0,1,0,0.000144864551644213,0,0,0,0,0,1,0,0.000144864551644213,0.222222222222222,0.218794630105684,0.218841200840833,0.166666666666667,0.168237170194259,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",9,TRUE,"equal",0.00379944198260296,-0.0312437228458553,0.00943975048332324,0.016964403832374,-0.00221330956625077,-0.0793521431289032,0.00265662388807464,0.0205001954747198,0.09176,0.19302,0.31091,74,87,0.55,0.2,0.1,3,966715654,6.00528
