"","X","Covid_infect_unvac","Covid_infect_vac","Covid_infect","Covid_propInfect_unvac","Covid_propInfect_vac","Covid_propInfect","Covid_cumInfect_unvac","Covid_cumInfect_vac","Covid_symptInfect_unvac","Covid_symptInfect_vac","Covid_symptInfect","Covid_propSymptInfect_unvac","Covid_propSymptInfect_vac","Covid_propSymptInfect","NonCovid_symptInfect_unvac","NonCovid_symptInfect_vac","NonCovid_symptInfect","NonCovid_propSymptInfect_unvac","NonCovid_propSymptInfect_vac","NonCovid_propSymptInfect","CoInfect_unvac","CoInfect_vac","Sympt_coInfect_unvac","Sympt_coInfect_vac","NeverInfect_unvac","NeverInfect_vac","Covid_cumSymptInfect_unvac","Covid_cumSymptInfect_vac","Covid_cumSymptInfect","Covid_cumPropSymptInfect_unvac","Covid_cumPropSymptInfect_vac","Covid_cumPropSymptInfect","NonCovid_cumSymptInfect_covidSusc_unvac","NonCovid_cumSymptInfect_covidSusc_vac","NonCovid_cumSymptInfect_unvac","NonCovid_cumSymptInfect_vac","NonCovid_cumSymptInfect","NonCovid_cumPropSymptInfect_unvac","NonCovid_cumPropSymptInfect_vac","NonCovid_cumPropSymptInfect","Covid_cumSymptExpInfect_tested_unvac","Covid_cumSymptExpInfect_tested_vac","Covid_cumSymptExpInfect_tested","Covid_cumPropSymptExpInfect_tested_unvac","Covid_cumPropSymptExpInfect_tested_vac","Covid_cumPropSymptExpInfect_tested","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","NonCovid_cumSymptInfect_tested","NonCovid_cumPropSymptInfect_tested_unvac","NonCovid_cumPropSymptInfect_tested_vac","NonCovid_cumPropSymptInfect_tested","EverTested_unvac","EverTested_vac","CumNum_falsePos_unvac","CumNum_falsePos_vac","CumProp_falsePos_unvac","CumProp_falsePos_vac","CumNum_falseNeg_unvac","CumNum_falseNeg_vac","CumProp_falseNeg_unvac","CumProp_falseNeg_vac","CumNum_misclass_unvac","CumNum_misclass_vac","CumProp_misclass_unvac","CumProp_misclass_vac","VE_symptRR","VE_symptOR","VE_symptSuscOR","VE_symptRR_observed","VE_symptOR_observed","Label_veSusc","Label_veInfect","Label_veJoint","t","TestedStarted_bin","Label_testingDiff","VE_symptRR_degUnder_highChange_trueVeff","VE_symptOR_degUnder_highChange_trueVeff","VE_symptRR_degUnder_highChange_targEst","VE_symptOR_degUnder_highChange_targEst","VE_symptRR_degUnder_peak_trueVeff","VE_symptOR_degUnder_peak_trueVeff","VE_symptRR_degUnder_peak_targEst","VE_symptOR_degUnder_peak_targEst","Covid_cumPropSymptInfect_highChange","Covid_cumPropSymptInfect_peak","Covid_cumPropSymptInfect_final","t_highChange","t_peak","VE_susc","VE_infect","Covid_probTrans","Epi_simNum","Seed_num","Avg_numContacts"
"1",1,4,6,10,0.00016,8e-05,1e-04,0,0,2,4,6,8e-05,5.33333333333333e-05,6e-05,3848,11352,15200,0.15392,0.15136,0.152,1,2,1,1,21149,63644,2,4,6,8e-05,5.33333333333333e-05,6e-05,3847,11350,3847,11351,15198,0.15388,0.151346666666667,0.15198,1,0,1,4e-05,0,1e-05,379,1192,1571,0.01516,0.0158933333333333,0.01571,380,1192,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.322174257774645,0.322114537444934,1,1,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",0,TRUE,"equal",-0.021230262016311,-0.0493114252766284,-0.0141513844000053,-0.00430585959844354,-0.0156288156288156,-0.0819239625734569,-0.015476839944925,0.00738590151534357,0.08493,0.18552,0.31151,73,86,0.55,0.2,0.1,6,181428901,6.00514
"2",2,4,7,11,0.00016,9.33333333333333e-05,0.00011,0,1,2,4,6,8e-05,5.33333333333333e-05,6e-05,3847,11353,15200,0.15388,0.151373333333333,0.152,1,2,1,1,21147,63636,2,4,6,8e-05,5.33333333333333e-05,6e-05,3849,11357,3849,11358,15207,0.15396,0.15144,0.15207,1,0,1,4e-05,0,1e-05,711,2192,2903,0.02844,0.0292266666666667,0.02903,712,2192,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.322239830956154,0.322180153209474,1,1,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",1,TRUE,"equal",-0.021230262016311,-0.0493114252766284,-0.0141513844000053,-0.00430585959844354,-0.0156288156288156,-0.0819239625734569,-0.015476839944925,0.00738590151534357,0.08493,0.18552,0.31151,73,86,0.55,0.2,0.1,6,181428901,6.00514
"3",3,6,8,14,0.00024,0.000106666666666667,0.00014,2,2,2,4,6,8e-05,5.33333333333333e-05,6e-05,3841,11359,15200,0.15364,0.151453333333333,0.152,2,2,1,1,21139,63602,2,4,6,8e-05,5.33333333333333e-05,6e-05,3855,11390,3856,11391,15247,0.15424,0.15188,0.15247,1,1,2,4e-05,1.33333333333333e-05,2e-05,985,3042,4027,0.0394,0.04056,0.04027,986,3043,0,1,0,0.000328623069339468,0,0,0,0,0,1,0,0.000328623069339468,0.333333333333333,0.322974277938723,0.323090430201932,0.666666666666667,0.676199868507561,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",2,TRUE,"equal",-0.021230262016311,-0.0493114252766284,-0.0141513844000053,-0.00430585959844354,-0.0156288156288156,-0.0819239625734569,-0.015476839944925,0.00738590151534357,0.08493,0.18552,0.31151,73,86,0.55,0.2,0.1,6,181428901,6.00514
"4",4,7,10,17,0.00028,0.000133333333333333,0.00017,3,4,2,4,6,8e-05,5.33333333333333e-05,6e-05,3842,11358,15200,0.15368,0.15144,0.152,3,3,1,1,21108,63512,2,4,6,8e-05,5.33333333333333e-05,6e-05,3885,11478,3887,11480,15367,0.15548,0.153066666666667,0.15367,2,2,4,8e-05,2.66666666666667e-05,4e-05,1229,3754,4983,0.04916,0.0500533333333333,0.04983,1231,3756,0,1,0,0.000266240681576145,0,0,0,0,0,1,0,0.000266240681576145,0.333333333333333,0.322822299651568,0.323052796654469,0.666666666666667,0.672615876398508,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",3,TRUE,"equal",-0.021230262016311,-0.0493114252766284,-0.0141513844000053,-0.00430585959844354,-0.0156288156288156,-0.0819239625734569,-0.015476839944925,0.00738590151534357,0.08493,0.18552,0.31151,73,86,0.55,0.2,0.1,6,181428901,6.00514
"5",5,8,12,20,0.00032,0.00016,2e-04,5,6,1,4,5,4e-05,5.33333333333333e-05,5e-05,3846,11354,15200,0.15384,0.151386666666667,0.152,3,3,1,1,21034,63318,2,4,6,8e-05,5.33333333333333e-05,6e-05,3957,11670,3959,11672,15631,0.15836,0.155626666666667,0.15631,3,2,5,0.00012,2.66666666666667e-05,5e-05,1426,4362,5788,0.05704,0.05816,0.05788,1429,4364,1,1,0.000699790062981106,0.000229147571035747,0,0,0,0,1,1,0.000699790062981106,0.000229147571035747,0.333333333333333,0.32162440027416,0.321850899742931,0.777777777777778,0.78205716032401,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",4,TRUE,"equal",-0.021230262016311,-0.0493114252766284,-0.0141513844000053,-0.00430585959844354,-0.0156288156288156,-0.0819239625734569,-0.015476839944925,0.00738590151534357,0.08493,0.18552,0.31151,73,86,0.55,0.2,0.1,6,181428901,6.00514
"6",6,9,13,22,0.00036,0.000173333333333333,0.00022,6,8,1,4,5,4e-05,5.33333333333333e-05,5e-05,3850,11350,15200,0.154,0.151333333333333,0.152,3,3,1,1,20889,62895,2,4,6,8e-05,5.33333333333333e-05,6e-05,4101,12091,4103,12094,16197,0.16412,0.161253333333333,0.16197,3,3,6,0.00012,4e-05,6e-05,1607,4865,6472,0.06428,0.0648666666666667,0.06472,1610,4868,1,2,0.00062111801242236,0.000410846343467543,0,0,0,0,1,2,0.00062111801242236,0.000410846343467543,0.333333333333333,0.321481726475938,0.321644198163924,0.666666666666667,0.669681397738952,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",5,TRUE,"equal",-0.021230262016311,-0.0493114252766284,-0.0141513844000053,-0.00430585959844354,-0.0156288156288156,-0.0819239625734569,-0.015476839944925,0.00738590151534357,0.08493,0.18552,0.31151,73,86,0.55,0.2,0.1,6,181428901,6.00514
"7",7,10,14,24,4e-04,0.000186666666666667,0.00024,7,9,2,6,8,8e-05,8e-05,8e-05,3875,11325,15200,0.155,0.151,0.152,4,4,1,1,20663,62250,3,6,9,0.00012,8e-05,9e-05,4326,12735,4329,12739,17068,0.17316,0.169853333333333,0.17068,4,3,7,0.00016,4e-05,7e-05,1782,5348,7130,0.07128,0.0713066666666667,0.0713,1786,5351,2,2,0.00111982082866741,0.000373761913660998,0,0,0,0,2,2,0.00111982082866741,0.000373761913660998,0.333333333333333,0.320354815919617,0.320612485276796,0.75,0.75009349289454,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",6,TRUE,"equal",-0.021230262016311,-0.0493114252766284,-0.0141513844000053,-0.00430585959844354,-0.0156288156288156,-0.0819239625734569,-0.015476839944925,0.00738590151534357,0.08493,0.18552,0.31151,73,86,0.55,0.2,0.1,6,181428901,6.00514
"8",8,13,17,30,0.00052,0.000226666666666667,3e-04,10,12,2,8,10,8e-05,0.000106666666666667,1e-04,3875,11325,15200,0.155,0.151,0.152,4,5,1,3,20325,61255,3,8,11,0.00012,0.000106666666666667,0.00011,4661,13727,4664,13730,18394,0.18656,0.183066666666667,0.18394,4,5,9,0.00016,6.66666666666667e-05,9e-05,1934,5817,7751,0.07736,0.07756,0.07751,1938,5822,2,1,0.00103199174406605,0.000171762281003092,0,0,0,0,2,1,0.00103199174406605,0.000171762281003092,0.111111111111111,0.0941490653071135,0.0945338869867172,0.583333333333333,0.584407770328348,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",7,TRUE,"equal",-0.021230262016311,-0.0493114252766284,-0.0141513844000053,-0.00430585959844354,-0.0156288156288156,-0.0819239625734569,-0.015476839944925,0.00738590151534357,0.08493,0.18552,0.31151,73,86,0.55,0.2,0.1,6,181428901,6.00514
"9",9,14,21,35,0.00056,0.00028,0.00035,12,16,3,9,12,0.00012,0.00012,0.00012,3844,11356,15200,0.15376,0.151413333333333,0.152,4,6,0,4,19921,59977,4,9,13,0.00016,0.00012,0.00013,5063,15001,5067,15004,20071,0.20268,0.200053333333333,0.20071,4,7,11,0.00016,9.33333333333333e-05,0.00011,2101,6321,8422,0.08404,0.08428,0.08422,2105,6328,2,1,0.000950118764845606,0.00015802781289507,0,0,0,0,2,1,0.000950118764845606,0.00015802781289507,0.25,0.240152625966409,0.240600626624892,0.416666666666667,0.418327796234773,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",8,TRUE,"equal",-0.021230262016311,-0.0493114252766284,-0.0141513844000053,-0.00430585959844354,-0.0156288156288156,-0.0819239625734569,-0.015476839944925,0.00738590151534357,0.08493,0.18552,0.31151,73,86,0.55,0.2,0.1,6,181428901,6.00514
"10",10,14,22,36,0.00056,0.000293333333333333,0.00036,12,17,3,10,13,0.00012,0.000133333333333333,0.00013,3805,11395,15200,0.1522,0.151933333333333,0.152,3,5,0,3,19513,58595,4,10,14,0.00016,0.000133333333333333,0.00014,5471,16382,5475,16385,21860,0.219,0.218466666666667,0.2186,4,7,11,0.00016,9.33333333333333e-05,0.00011,2262,6882,9144,0.09048,0.09176,0.09144,2266,6889,2,1,0.00088261253309797,0.000145158949049209,0,0,0,0,2,1,0.00088261253309797,0.000145158949049209,0.166666666666667,0.164632285627098,0.165089732633378,0.416666666666667,0.424803836094159,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",9,TRUE,"equal",-0.021230262016311,-0.0493114252766284,-0.0141513844000053,-0.00430585959844354,-0.0156288156288156,-0.0819239625734569,-0.015476839944925,0.00738590151534357,0.08493,0.18552,0.31151,73,86,0.55,0.2,0.1,6,181428901,6.00514
