"","X","Covid_infect_unvac","Covid_infect_vac","Covid_infect","Covid_propInfect_unvac","Covid_propInfect_vac","Covid_propInfect","Covid_cumInfect_unvac","Covid_cumInfect_vac","Covid_symptInfect_unvac","Covid_symptInfect_vac","Covid_symptInfect","Covid_propSymptInfect_unvac","Covid_propSymptInfect_vac","Covid_propSymptInfect","NonCovid_symptInfect_unvac","NonCovid_symptInfect_vac","NonCovid_symptInfect","NonCovid_propSymptInfect_unvac","NonCovid_propSymptInfect_vac","NonCovid_propSymptInfect","CoInfect_unvac","CoInfect_vac","Sympt_coInfect_unvac","Sympt_coInfect_vac","NeverInfect_unvac","NeverInfect_vac","Covid_cumSymptInfect_unvac","Covid_cumSymptInfect_vac","Covid_cumSymptInfect","Covid_cumPropSymptInfect_unvac","Covid_cumPropSymptInfect_vac","Covid_cumPropSymptInfect","NonCovid_cumSymptInfect_covidSusc_unvac","NonCovid_cumSymptInfect_covidSusc_vac","NonCovid_cumSymptInfect_unvac","NonCovid_cumSymptInfect_vac","NonCovid_cumSymptInfect","NonCovid_cumPropSymptInfect_unvac","NonCovid_cumPropSymptInfect_vac","NonCovid_cumPropSymptInfect","Covid_cumSymptExpInfect_tested_unvac","Covid_cumSymptExpInfect_tested_vac","Covid_cumSymptExpInfect_tested","Covid_cumPropSymptExpInfect_tested_unvac","Covid_cumPropSymptExpInfect_tested_vac","Covid_cumPropSymptExpInfect_tested","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","NonCovid_cumSymptInfect_tested","NonCovid_cumPropSymptInfect_tested_unvac","NonCovid_cumPropSymptInfect_tested_vac","NonCovid_cumPropSymptInfect_tested","EverTested_unvac","EverTested_vac","CumNum_falsePos_unvac","CumNum_falsePos_vac","CumProp_falsePos_unvac","CumProp_falsePos_vac","CumNum_falseNeg_unvac","CumNum_falseNeg_vac","CumProp_falseNeg_unvac","CumProp_falseNeg_vac","CumNum_misclass_unvac","CumNum_misclass_vac","CumProp_misclass_unvac","CumProp_misclass_vac","VE_symptRR","VE_symptOR","VE_symptSuscOR","VE_symptRR_observed","VE_symptOR_observed","Label_veSusc","Label_veInfect","Label_veJoint","t","TestedStarted_bin","Label_testingDiff","VE_symptRR_degUnder_highChange_trueVeff","VE_symptOR_degUnder_highChange_trueVeff","VE_symptRR_degUnder_highChange_targEst","VE_symptOR_degUnder_highChange_targEst","VE_symptRR_degUnder_peak_trueVeff","VE_symptOR_degUnder_peak_trueVeff","VE_symptRR_degUnder_peak_targEst","VE_symptOR_degUnder_peak_targEst","Covid_cumPropSymptInfect_highChange","Covid_cumPropSymptInfect_peak","Covid_cumPropSymptInfect_final","t_highChange","t_peak","VE_susc","VE_infect","Covid_probTrans","Epi_simNum","Seed_num","Avg_numContacts"
"1",1,4,6,10,0.00016,8e-05,1e-04,0,0,2,5,7,8e-05,6.66666666666667e-05,7e-05,3807,11393,15200,0.15228,0.151906666666667,0.152,1,0,1,0,21190,63601,2,5,7,8e-05,6.66666666666667e-05,7e-05,3806,11393,3806,11393,15199,0.15224,0.151906666666667,0.15199,1,0,1,4e-05,0,1e-05,379,1188,1567,0.01516,0.01584,0.01567,380,1188,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.164838058456947,0.164838058456947,1,1,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",0,TRUE,"equal",-0.022872919583139,-0.0537375485291867,-0.0237946933748681,-0.0128669477669543,-0.00349099099099093,-0.0688564012633714,-0.00262533243302465,0.0180092805343637,0.09444,0.17852,0.30919,75,86,0.55,0.2,0.1,1,627738822,6.00456
"2",2,7,7,14,0.00028,9.33333333333333e-05,0.00014,3,1,2,5,7,8e-05,6.66666666666667e-05,7e-05,3807,11393,15200,0.15228,0.151906666666667,0.152,1,0,1,0,21184,63594,2,5,7,8e-05,6.66666666666667e-05,7e-05,3809,11399,3809,11399,15208,0.15236,0.151986666666667,0.15208,1,0,1,4e-05,0,1e-05,713,2171,2884,0.02852,0.0289466666666667,0.02884,714,2171,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.164619703482762,0.164619703482762,1,1,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",1,TRUE,"equal",-0.022872919583139,-0.0537375485291867,-0.0237946933748681,-0.0128669477669543,-0.00349099099099093,-0.0688564012633714,-0.00262533243302465,0.0180092805343637,0.09444,0.17852,0.30919,75,86,0.55,0.2,0.1,1,627738822,6.00456
"3",3,8,11,19,0.00032,0.000146666666666667,0.00019,4,5,2,5,7,8e-05,6.66666666666667e-05,7e-05,3806,11394,15200,0.15224,0.15192,0.152,1,1,1,0,21176,63565,2,5,7,8e-05,6.66666666666667e-05,7e-05,3816,11424,3816,11425,15241,0.15264,0.152333333333333,0.15241,1,1,2,4e-05,1.33333333333333e-05,2e-05,1000,3022,4022,0.04,0.0402933333333333,0.04022,1001,3023,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.164989059080963,0.164915966386555,0.666666666666667,0.669093315684977,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",2,TRUE,"equal",-0.022872919583139,-0.0537375485291867,-0.0237946933748681,-0.0128669477669543,-0.00349099099099093,-0.0688564012633714,-0.00262533243302465,0.0180092805343637,0.09444,0.17852,0.30919,75,86,0.55,0.2,0.1,1,627738822,6.00456
"4",4,8,11,19,0.00032,0.000146666666666667,0.00019,4,6,2,4,6,8e-05,5.33333333333333e-05,6e-05,3802,11398,15200,0.15208,0.151973333333333,0.152,1,1,1,0,21153,63476,2,5,7,8e-05,6.66666666666667e-05,7e-05,3839,11512,3839,11513,15352,0.15356,0.153506666666667,0.15352,1,1,2,4e-05,1.33333333333333e-05,2e-05,1243,3698,4941,0.04972,0.0493066666666667,0.04941,1244,3699,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166377138886476,0.166304725503822,0.666666666666667,0.663872363439697,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",3,TRUE,"equal",-0.022872919583139,-0.0537375485291867,-0.0237946933748681,-0.0128669477669543,-0.00349099099099093,-0.0688564012633714,-0.00262533243302465,0.0180092805343637,0.09444,0.17852,0.30919,75,86,0.55,0.2,0.1,1,627738822,6.00456
"5",5,11,10,21,0.00044,0.000133333333333333,0.00021,7,6,2,3,5,8e-05,4e-05,5e-05,3800,11400,15200,0.152,0.152,0.152,1,1,1,0,21067,63245,2,5,7,8e-05,6.66666666666667e-05,7e-05,3922,11743,3922,11744,15666,0.15688,0.156586666666667,0.15666,1,1,2,4e-05,1.33333333333333e-05,2e-05,1466,4295,5761,0.05864,0.0572666666666667,0.05761,1467,4296,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.165105585831063,0.165034488631525,0.666666666666667,0.658672875436554,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",4,TRUE,"equal",-0.022872919583139,-0.0537375485291867,-0.0237946933748681,-0.0128669477669543,-0.00349099099099093,-0.0688564012633714,-0.00262533243302465,0.0180092805343637,0.09444,0.17852,0.30919,75,86,0.55,0.2,0.1,1,627738822,6.00456
"6",6,13,10,23,0.00052,0.000133333333333333,0.00023,9,7,2,3,5,8e-05,4e-05,5e-05,3794,11406,15200,0.15176,0.15208,0.152,1,2,1,0,20919,62768,2,5,7,8e-05,6.66666666666667e-05,7e-05,4068,12219,4068,12221,16289,0.16272,0.162946666666667,0.16289,1,1,2,4e-05,1.33333333333333e-05,2e-05,1650,4847,6497,0.066,0.0646266666666667,0.06497,1651,4848,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.167825873496441,0.167689663638596,0.666666666666667,0.659583247369507,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",5,TRUE,"equal",-0.022872919583139,-0.0537375485291867,-0.0237946933748681,-0.0128669477669543,-0.00349099099099093,-0.0688564012633714,-0.00262533243302465,0.0180092805343637,0.09444,0.17852,0.30919,75,86,0.55,0.2,0.1,1,627738822,6.00456
"7",7,13,14,27,0.00052,0.000186666666666667,0.00027,9,11,4,4,8,0.00016,5.33333333333333e-05,8e-05,3788,11412,15200,0.15152,0.15216,0.152,1,3,1,1,20705,62067,4,6,10,0.00016,8e-05,1e-04,4282,12916,4282,12919,17201,0.17128,0.172253333333333,0.17201,1,1,2,4e-05,1.33333333333333e-05,2e-05,1825,5373,7198,0.073,0.07164,0.07198,1826,5374,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.502825296075548,0.502709817280892,0.666666666666667,0.660338730690489,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",6,TRUE,"equal",-0.022872919583139,-0.0537375485291867,-0.0237946933748681,-0.0128669477669543,-0.00349099099099093,-0.0688564012633714,-0.00262533243302465,0.0180092805343637,0.09444,0.17852,0.30919,75,86,0.55,0.2,0.1,1,627738822,6.00456
"8",8,14,15,29,0.00056,2e-04,0.00029,10,12,4,4,8,0.00016,5.33333333333333e-05,8e-05,3783,11417,15200,0.15132,0.152226666666667,0.152,1,3,1,2,20397,61056,4,6,10,0.00016,8e-05,1e-04,4589,13926,4589,13929,18518,0.18356,0.18572,0.18518,1,1,2,4e-05,1.33333333333333e-05,2e-05,2003,5905,7908,0.08012,0.0787333333333333,0.07908,2004,5906,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.505815205685979,0.505708746230073,0.666666666666667,0.660795935647756,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",7,TRUE,"equal",-0.022872919583139,-0.0537375485291867,-0.0237946933748681,-0.0128669477669543,-0.00349099099099093,-0.0688564012633714,-0.00262533243302465,0.0180092805343637,0.09444,0.17852,0.30919,75,86,0.55,0.2,0.1,1,627738822,6.00456
"9",9,14,15,29,0.00056,2e-04,0.00029,10,14,5,2,7,2e-04,2.66666666666667e-05,7e-05,3791,11409,15200,0.15164,0.15212,0.152,1,3,1,1,20016,59836,5,6,11,2e-04,8e-05,0.00011,4970,15144,4970,15147,20117,0.1988,0.20196,0.20117,1,1,2,4e-05,1.33333333333333e-05,2e-05,2160,6453,8613,0.0864,0.08604,0.08613,2161,6454,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.606258665082195,0.606180665610143,0.666666666666667,0.665271966527197,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",8,TRUE,"equal",-0.022872919583139,-0.0537375485291867,-0.0237946933748681,-0.0128669477669543,-0.00349099099099093,-0.0688564012633714,-0.00262533243302465,0.0180092805343637,0.09444,0.17852,0.30919,75,86,0.55,0.2,0.1,1,627738822,6.00456
"10",10,13,16,29,0.00052,0.000213333333333333,0.00029,10,15,4,3,7,0.00016,4e-05,7e-05,3792,11408,15200,0.15168,0.152106666666667,0.152,0,3,0,1,19530,58475,5,7,12,2e-04,9.33333333333333e-05,0.00012,5456,16504,5456,16507,21963,0.21824,0.220093333333333,0.21963,1,1,2,4e-05,1.33333333333333e-05,2e-05,2331,7016,9347,0.09324,0.0935466666666667,0.09347,2332,7017,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333333333,0.537262979342097,0.53717886572952,0.666666666666667,0.667759407069555,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",9,TRUE,"equal",-0.022872919583139,-0.0537375485291867,-0.0237946933748681,-0.0128669477669543,-0.00349099099099093,-0.0688564012633714,-0.00262533243302465,0.0180092805343637,0.09444,0.17852,0.30919,75,86,0.55,0.2,0.1,1,627738822,6.00456
