"","X","Covid_infect_unvac","Covid_infect_vac","Covid_infect","Covid_propInfect_unvac","Covid_propInfect_vac","Covid_propInfect","Covid_cumInfect_unvac","Covid_cumInfect_vac","Covid_symptInfect_unvac","Covid_symptInfect_vac","Covid_symptInfect","Covid_propSymptInfect_unvac","Covid_propSymptInfect_vac","Covid_propSymptInfect","NonCovid_symptInfect_unvac","NonCovid_symptInfect_vac","NonCovid_symptInfect","NonCovid_propSymptInfect_unvac","NonCovid_propSymptInfect_vac","NonCovid_propSymptInfect","CoInfect_unvac","CoInfect_vac","Sympt_coInfect_unvac","Sympt_coInfect_vac","NeverInfect_unvac","NeverInfect_vac","Covid_cumSymptInfect_unvac","Covid_cumSymptInfect_vac","Covid_cumSymptInfect","Covid_cumPropSymptInfect_unvac","Covid_cumPropSymptInfect_vac","Covid_cumPropSymptInfect","NonCovid_cumSymptInfect_covidSusc_unvac","NonCovid_cumSymptInfect_covidSusc_vac","NonCovid_cumSymptInfect_unvac","NonCovid_cumSymptInfect_vac","NonCovid_cumSymptInfect","NonCovid_cumPropSymptInfect_unvac","NonCovid_cumPropSymptInfect_vac","NonCovid_cumPropSymptInfect","Covid_cumSymptExpInfect_tested_unvac","Covid_cumSymptExpInfect_tested_vac","Covid_cumSymptExpInfect_tested","Covid_cumPropSymptExpInfect_tested_unvac","Covid_cumPropSymptExpInfect_tested_vac","Covid_cumPropSymptExpInfect_tested","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","NonCovid_cumSymptInfect_tested","NonCovid_cumPropSymptInfect_tested_unvac","NonCovid_cumPropSymptInfect_tested_vac","NonCovid_cumPropSymptInfect_tested","EverTested_unvac","EverTested_vac","CumNum_falsePos_unvac","CumNum_falsePos_vac","CumProp_falsePos_unvac","CumProp_falsePos_vac","CumNum_falseNeg_unvac","CumNum_falseNeg_vac","CumProp_falseNeg_unvac","CumProp_falseNeg_vac","CumNum_misclass_unvac","CumNum_misclass_vac","CumProp_misclass_unvac","CumProp_misclass_vac","VE_symptRR","VE_symptOR","VE_symptSuscOR","VE_symptRR_observed","VE_symptOR_observed","Label_veSusc","Label_veInfect","Label_veJoint","t","TestedStarted_bin","Label_testingDiff","VE_symptRR_degUnder_highChange_trueVeff","VE_symptOR_degUnder_highChange_trueVeff","VE_symptRR_degUnder_highChange_targEst","VE_symptOR_degUnder_highChange_targEst","VE_symptRR_degUnder_peak_trueVeff","VE_symptOR_degUnder_peak_trueVeff","VE_symptRR_degUnder_peak_targEst","VE_symptOR_degUnder_peak_targEst","Covid_cumPropSymptInfect_highChange","Covid_cumPropSymptInfect_peak","Covid_cumPropSymptInfect_final","t_highChange","t_peak","VE_susc","VE_infect","Covid_probTrans","Epi_simNum","Seed_num","Avg_numContacts"
"1",1,4,6,10,0.00016,8e-05,1e-04,0,0,3,4,7,0.00012,5.33333333333333e-05,7e-05,3828,11372,15200,0.15312,0.151626666666667,0.152,1,1,1,1,21169,63623,3,4,7,0.00012,5.33333333333333e-05,7e-05,3827,11371,3827,11371,15198,0.15308,0.151613333333333,0.15198,0,2,2,0,2.66666666666667e-05,2e-05,390,1169,1559,0.0156,0.0155866666666667,0.01559,390,1171,0,0,0,0,0,0,0,0,0,0,0,0,0.555555555555556,0.551256119367983,0.551256119367983,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",0,TRUE,"equal",-0.00774333193688026,-0.0429002443651728,-0.0160312074187334,-0.00510212044949887,-0.00341830822711464,-0.0723081941286061,-0.00725124338785066,0.0137973929405695,0.10884,0.18781,0.31233,74,84,0.55,0.2,0.1,13,420820680,6.00518
"2",2,5,7,12,2e-04,9.33333333333333e-05,0.00012,1,1,3,4,7,0.00012,5.33333333333333e-05,7e-05,3828,11372,15200,0.15312,0.151626666666667,0.152,1,2,1,1,21168,63619,3,4,7,0.00012,5.33333333333333e-05,7e-05,3827,11374,3827,11375,15202,0.15308,0.151666666666667,0.15202,0,2,2,0,2.66666666666667e-05,2e-05,751,2131,2882,0.03004,0.0284133333333333,0.02882,751,2133,0,0,0,0,0,0,0,0,0,0,0,0,0.555555555555556,0.551413919413919,0.551374479807749,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",1,TRUE,"equal",-0.00774333193688026,-0.0429002443651728,-0.0160312074187334,-0.00510212044949887,-0.00341830822711464,-0.0723081941286061,-0.00725124338785066,0.0137973929405695,0.10884,0.18781,0.31233,74,84,0.55,0.2,0.1,13,420820680,6.00518
"3",3,6,9,15,0.00024,0.00012,0.00015,2,3,3,4,7,0.00012,5.33333333333333e-05,7e-05,3832,11368,15200,0.15328,0.151573333333333,0.152,1,2,1,1,21154,63592,3,4,7,0.00012,5.33333333333333e-05,7e-05,3840,11399,3840,11400,15240,0.1536,0.152,0.1524,0,3,3,0,4e-05,3e-05,1006,2935,3941,0.04024,0.0391333333333333,0.03941,1006,2938,0,1,0,0.000340367597004765,0,0,0,0,0,1,0,0.000340367597004765,0.555555555555556,0.550877192982456,0.550837792788841,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",2,TRUE,"equal",-0.00774333193688026,-0.0429002443651728,-0.0160312074187334,-0.00510212044949887,-0.00341830822711464,-0.0723081941286061,-0.00725124338785066,0.0137973929405695,0.10884,0.18781,0.31233,74,84,0.55,0.2,0.1,13,420820680,6.00518
"4",4,8,13,21,0.00032,0.000173333333333333,0.00021,4,7,3,4,7,0.00012,5.33333333333333e-05,7e-05,3827,11373,15200,0.15308,0.15164,0.152,1,3,1,1,21124,63492,3,4,7,0.00012,5.33333333333333e-05,7e-05,3868,11495,3868,11497,15365,0.15472,0.153293333333333,0.15365,0,3,3,0,4e-05,3e-05,1231,3611,4842,0.04924,0.0481466666666667,0.04842,1231,3614,0,1,0,0.000276701715550636,0,0,0,0,0,1,0,0.000276701715550636,0.555555555555556,0.551419210808617,0.551341162824416,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",3,TRUE,"equal",-0.00774333193688026,-0.0429002443651728,-0.0160312074187334,-0.00510212044949887,-0.00341830822711464,-0.0723081941286061,-0.00725124338785066,0.0137973929405695,0.10884,0.18781,0.31233,74,84,0.55,0.2,0.1,13,420820680,6.00518
"5",5,10,13,23,4e-04,0.000173333333333333,0.00023,6,8,3,5,8,0.00012,6.66666666666667e-05,8e-05,3833,11367,15200,0.15332,0.15156,0.152,2,3,1,3,21039,63309,3,6,9,0.00012,8e-05,9e-05,3951,11677,3952,11677,15629,0.15808,0.155693333333333,0.15629,2,3,5,8e-05,4e-05,5e-05,1462,4200,5662,0.05848,0.056,0.05662,1464,4203,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.32311381347949,0.323285090348549,0.5,0.477857142857143,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",4,TRUE,"equal",-0.00774333193688026,-0.0429002443651728,-0.0160312074187334,-0.00510212044949887,-0.00341830822711464,-0.0723081941286061,-0.00725124338785066,0.0137973929405695,0.10884,0.18781,0.31233,74,84,0.55,0.2,0.1,13,420820680,6.00518
"6",6,10,16,26,4e-04,0.000213333333333333,0.00026,6,11,5,5,10,2e-04,6.66666666666667e-05,1e-04,3817,11383,15200,0.15268,0.151773333333333,0.152,3,3,2,3,20882,62848,5,6,11,2e-04,8e-05,0.00011,4108,12135,4109,12135,16244,0.16436,0.1618,0.16244,3,4,7,0.00012,5.33333333333333e-05,7e-05,1631,4772,6403,0.06524,0.0636266666666667,0.06403,1634,4776,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.593671199011125,0.593770086526576,0.555555555555556,0.544286113439508,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",5,TRUE,"equal",-0.00774333193688026,-0.0429002443651728,-0.0160312074187334,-0.00510212044949887,-0.00341830822711464,-0.0723081941286061,-0.00725124338785066,0.0137973929405695,0.10884,0.18781,0.31233,74,84,0.55,0.2,0.1,13,420820680,6.00518
"7",7,12,18,30,0.00048,0.00024,3e-04,8,13,5,8,13,2e-04,0.000106666666666667,0.00013,3799,11401,15200,0.15196,0.152013333333333,0.152,2,3,1,3,20658,62113,5,9,14,2e-04,0.00012,0.00014,4330,12868,4331,12868,17199,0.17324,0.171573333333333,0.17199,3,5,8,0.00012,6.66666666666667e-05,8e-05,1804,5290,7094,0.07216,0.0705333333333333,0.07094,1807,5295,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.394171588436431,0.394311470313957,0.444444444444444,0.431632010081916,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",6,TRUE,"equal",-0.00774333193688026,-0.0429002443651728,-0.0160312074187334,-0.00510212044949887,-0.00341830822711464,-0.0723081941286061,-0.00725124338785066,0.0137973929405695,0.10884,0.18781,0.31233,74,84,0.55,0.2,0.1,13,420820680,6.00518
"8",8,15,21,36,6e-04,0.00028,0.00036,11,16,5,8,13,2e-04,0.000106666666666667,0.00013,3790,11410,15200,0.1516,0.152133333333333,0.152,2,3,1,2,20340,61120,5,9,14,2e-04,0.00012,0.00014,4645,13858,4646,13859,18505,0.18584,0.184786666666667,0.18505,3,5,8,0.00012,6.66666666666667e-05,8e-05,1969,5795,7764,0.07876,0.0772666666666667,0.07764,1972,5800,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.396579839815282,0.396666185596767,0.444444444444444,0.433707218866839,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",7,TRUE,"equal",-0.00774333193688026,-0.0429002443651728,-0.0160312074187334,-0.00510212044949887,-0.00341830822711464,-0.0723081941286061,-0.00725124338785066,0.0137973929405695,0.10884,0.18781,0.31233,74,84,0.55,0.2,0.1,13,420820680,6.00518
"9",9,15,28,43,6e-04,0.000373333333333333,0.00043,12,23,4,9,13,0.00016,0.00012,0.00013,3829,11371,15200,0.15316,0.151613333333333,0.152,2,6,1,2,19881,59944,5,10,15,2e-04,0.000133333333333333,0.00015,5103,15027,5104,15032,20136,0.20416,0.200426666666667,0.20136,4,5,9,0.00016,6.66666666666667e-05,9e-05,2152,6287,8439,0.08608,0.0838266666666667,0.08439,2156,6292,1,0,0.000463821892393321,0,0,0,0,0,1,0,0.000463821892393321,0,0.333333333333333,0.320915380521554,0.320822519464963,0.583333333333333,0.572132972801018,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",8,TRUE,"equal",-0.00774333193688026,-0.0429002443651728,-0.0160312074187334,-0.00510212044949887,-0.00341830822711464,-0.0723081941286061,-0.00725124338785066,0.0137973929405695,0.10884,0.18781,0.31233,74,84,0.55,0.2,0.1,13,420820680,6.00518
"10",10,17,31,48,0.00068,0.000413333333333333,0.00048,14,26,6,10,16,0.00024,0.000133333333333333,0.00016,3841,11359,15200,0.15364,0.151453333333333,0.152,4,7,3,3,19404,58627,7,11,18,0.00028,0.000146666666666667,0.00018,5578,16341,5579,16346,21925,0.22316,0.217946666666667,0.21925,4,7,11,0.00016,9.33333333333333e-05,0.00011,2342,6804,9146,0.09368,0.09072,0.09146,2346,6811,0,0,0,0,0,0,0,0,0,0,0,0,0.476190476190476,0.463660834454912,0.463592890800528,0.416666666666667,0.397633744855967,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",9,TRUE,"equal",-0.00774333193688026,-0.0429002443651728,-0.0160312074187334,-0.00510212044949887,-0.00341830822711464,-0.0723081941286061,-0.00725124338785066,0.0137973929405695,0.10884,0.18781,0.31233,74,84,0.55,0.2,0.1,13,420820680,6.00518
