"","X","Covid_infect_unvac","Covid_infect_vac","Covid_infect","Covid_propInfect_unvac","Covid_propInfect_vac","Covid_propInfect","Covid_cumInfect_unvac","Covid_cumInfect_vac","Covid_symptInfect_unvac","Covid_symptInfect_vac","Covid_symptInfect","Covid_propSymptInfect_unvac","Covid_propSymptInfect_vac","Covid_propSymptInfect","NonCovid_symptInfect_unvac","NonCovid_symptInfect_vac","NonCovid_symptInfect","NonCovid_propSymptInfect_unvac","NonCovid_propSymptInfect_vac","NonCovid_propSymptInfect","CoInfect_unvac","CoInfect_vac","Sympt_coInfect_unvac","Sympt_coInfect_vac","NeverInfect_unvac","NeverInfect_vac","Covid_cumSymptInfect_unvac","Covid_cumSymptInfect_vac","Covid_cumSymptInfect","Covid_cumPropSymptInfect_unvac","Covid_cumPropSymptInfect_vac","Covid_cumPropSymptInfect","NonCovid_cumSymptInfect_covidSusc_unvac","NonCovid_cumSymptInfect_covidSusc_vac","NonCovid_cumSymptInfect_unvac","NonCovid_cumSymptInfect_vac","NonCovid_cumSymptInfect","NonCovid_cumPropSymptInfect_unvac","NonCovid_cumPropSymptInfect_vac","NonCovid_cumPropSymptInfect","Covid_cumSymptExpInfect_tested_unvac","Covid_cumSymptExpInfect_tested_vac","Covid_cumSymptExpInfect_tested","Covid_cumPropSymptExpInfect_tested_unvac","Covid_cumPropSymptExpInfect_tested_vac","Covid_cumPropSymptExpInfect_tested","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","NonCovid_cumSymptInfect_tested","NonCovid_cumPropSymptInfect_tested_unvac","NonCovid_cumPropSymptInfect_tested_vac","NonCovid_cumPropSymptInfect_tested","EverTested_unvac","EverTested_vac","CumNum_falsePos_unvac","CumNum_falsePos_vac","CumProp_falsePos_unvac","CumProp_falsePos_vac","CumNum_falseNeg_unvac","CumNum_falseNeg_vac","CumProp_falseNeg_unvac","CumProp_falseNeg_vac","CumNum_misclass_unvac","CumNum_misclass_vac","CumProp_misclass_unvac","CumProp_misclass_vac","VE_symptRR","VE_symptOR","VE_symptSuscOR","VE_symptRR_observed","VE_symptOR_observed","Label_veSusc","Label_veInfect","Label_veJoint","t","TestedStarted_bin","Label_testingDiff","VE_symptRR_degUnder_highChange_trueVeff","VE_symptOR_degUnder_highChange_trueVeff","VE_symptRR_degUnder_highChange_targEst","VE_symptOR_degUnder_highChange_targEst","VE_symptRR_degUnder_peak_trueVeff","VE_symptOR_degUnder_peak_trueVeff","VE_symptRR_degUnder_peak_targEst","VE_symptOR_degUnder_peak_targEst","Covid_cumPropSymptInfect_highChange","Covid_cumPropSymptInfect_peak","Covid_cumPropSymptInfect_final","t_highChange","t_peak","VE_susc","VE_infect","Covid_probTrans","Epi_simNum","Seed_num","Avg_numContacts"
"1",1,3,7,10,0.00012,9.33333333333333e-05,1e-04,0,0,3,3,6,0.00012,4e-05,6e-05,3821,11379,15200,0.15284,0.15172,0.152,0,1,0,0,21176,63615,3,3,6,0.00012,4e-05,6e-05,3821,11378,3821,11379,15200,0.15284,0.15172,0.152,0,0,0,0,0,0,388,1183,1571,0.01552,0.0157733333333333,0.01571,388,1183,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.664205993496792,0.664176480928107,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",0,TRUE,"equal",-0.0120854542650006,-0.0469622044686417,-0.00487272072318368,0.00438058910822692,-0.0110863269938171,-0.0808772563811149,-0.0142411198521981,0.00484674515595485,0.09679,0.18149,0.30925,72,83,0.55,0.2,0.1,52,445527550,6.00468
"2",2,4,10,14,0.00016,0.000133333333333333,0.00014,1,3,3,3,6,0.00012,4e-05,6e-05,3824,11376,15200,0.15296,0.15168,0.152,0,2,0,0,21172,63611,3,3,6,0.00012,4e-05,6e-05,3824,11379,3824,11381,15205,0.15296,0.151746666666667,0.15205,0,0,0,0,0,0,760,2205,2965,0.0304,0.0294,0.02965,760,2205,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.664001405851858,0.663942349942877,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",1,TRUE,"equal",-0.0120854542650006,-0.0469622044686417,-0.00487272072318368,0.00438058910822692,-0.0110863269938171,-0.0808772563811149,-0.0142411198521981,0.00484674515595485,0.09679,0.18149,0.30925,72,83,0.55,0.2,0.1,52,445527550,6.00468
"3",3,6,11,17,0.00024,0.000146666666666667,0.00017,3,4,3,3,6,0.00012,4e-05,6e-05,3823,11377,15200,0.15292,0.151693333333333,0.152,0,2,0,0,21166,63588,3,3,6,0.00012,4e-05,6e-05,3828,11401,3828,11403,15231,0.15312,0.15204,0.15231,0,0,0,0,0,0,1034,3060,4094,0.04136,0.0408,0.04094,1034,3060,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.664298868718758,0.664239978949215,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",2,TRUE,"equal",-0.0120854542650006,-0.0469622044686417,-0.00487272072318368,0.00438058910822692,-0.0110863269938171,-0.0808772563811149,-0.0142411198521981,0.00484674515595485,0.09679,0.18149,0.30925,72,83,0.55,0.2,0.1,52,445527550,6.00468
"4",4,6,13,19,0.00024,0.000173333333333333,0.00019,3,6,3,3,6,0.00012,4e-05,6e-05,3826,11374,15200,0.15304,0.151653333333333,0.152,0,2,0,0,21136,63513,3,3,6,0.00012,4e-05,6e-05,3858,11474,3858,11476,15334,0.15432,0.153013333333333,0.15334,0,0,0,0,0,0,1281,3733,5014,0.05124,0.0497733333333333,0.05014,1281,3733,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.663820146392471,0.663761547847307,NA,NA,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",3,TRUE,"equal",-0.0120854542650006,-0.0469622044686417,-0.00487272072318368,0.00438058910822692,-0.0110863269938171,-0.0808772563811149,-0.0142411198521981,0.00484674515595485,0.09679,0.18149,0.30925,72,83,0.55,0.2,0.1,52,445527550,6.00468
"5",5,6,14,20,0.00024,0.000186666666666667,2e-04,3,7,3,3,6,0.00012,4e-05,6e-05,3827,11373,15200,0.15308,0.15164,0.152,0,2,0,0,21057,63300,3,3,6,0.00012,4e-05,6e-05,3937,11686,3937,11688,15625,0.15748,0.15584,0.15625,1,0,1,4e-05,0,1e-05,1503,4344,5847,0.06012,0.05792,0.05847,1504,4344,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.663158795345654,0.663101146671231,1,1,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",4,TRUE,"equal",-0.0120854542650006,-0.0469622044686417,-0.00487272072318368,0.00438058910822692,-0.0110863269938171,-0.0808772563811149,-0.0142411198521981,0.00484674515595485,0.09679,0.18149,0.30925,72,83,0.55,0.2,0.1,52,445527550,6.00468
"6",6,7,15,22,0.00028,2e-04,0.00022,5,9,2,2,4,8e-05,2.66666666666667e-05,4e-05,3792,11408,15200,0.15168,0.152106666666667,0.152,1,2,0,0,20929,62839,3,3,6,0.00012,4e-05,6e-05,4063,12145,4064,12147,16211,0.16256,0.16196,0.16211,1,0,1,4e-05,0,1e-05,1685,4881,6566,0.0674,0.06508,0.06566,1686,4881,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.665431793858566,0.665459036640593,1,1,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",5,TRUE,"equal",-0.0120854542650006,-0.0469622044686417,-0.00487272072318368,0.00438058910822692,-0.0110863269938171,-0.0808772563811149,-0.0142411198521981,0.00484674515595485,0.09679,0.18149,0.30925,72,83,0.55,0.2,0.1,52,445527550,6.00468
"7",7,9,17,26,0.00036,0.000226666666666667,0.00026,7,11,2,4,6,8e-05,5.33333333333333e-05,6e-05,3819,11381,15200,0.15276,0.151746666666667,0.152,1,2,0,0,20682,62130,3,5,8,0.00012,6.66666666666667e-05,8e-05,4308,12852,4309,12854,17163,0.17236,0.171386666666667,0.17163,1,0,1,4e-05,0,1e-05,1855,5353,7208,0.0742,0.0713733333333333,0.07208,1856,5353,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444444444,0.441289352212022,0.441332088390912,1,1,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",6,TRUE,"equal",-0.0120854542650006,-0.0469622044686417,-0.00487272072318368,0.00438058910822692,-0.0110863269938171,-0.0808772563811149,-0.0142411198521981,0.00484674515595485,0.09679,0.18149,0.30925,72,83,0.55,0.2,0.1,52,445527550,6.00468
"8",8,8,17,25,0.00032,0.000226666666666667,0.00025,7,11,2,6,8,8e-05,8e-05,8e-05,3854,11346,15200,0.15416,0.15128,0.152,1,2,0,0,20329,61132,3,7,10,0.00012,9.33333333333333e-05,1e-04,4661,13850,4662,13852,18514,0.18648,0.184693333333333,0.18514,1,0,1,4e-05,0,1e-05,2015,5840,7855,0.0806,0.0778666666666667,0.07855,2016,5840,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0.214698238521513,0.214753309265945,1,1,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",7,TRUE,"equal",-0.0120854542650006,-0.0469622044686417,-0.00487272072318368,0.00438058910822692,-0.0110863269938171,-0.0808772563811149,-0.0142411198521981,0.00484674515595485,0.09679,0.18149,0.30925,72,83,0.55,0.2,0.1,52,445527550,6.00468
"9",9,9,19,28,0.00036,0.000253333333333333,0.00028,8,14,4,6,10,0.00016,8e-05,1e-04,3843,11357,15200,0.15372,0.151426666666667,0.152,1,1,1,0,19897,59880,5,7,12,2e-04,9.33333333333333e-05,0.00012,5092,15099,5092,15101,20193,0.20368,0.201346666666667,0.20193,1,1,2,4e-05,1.33333333333333e-05,2e-05,2191,6345,8536,0.08764,0.0846,0.08536,2192,6346,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333333333,0.527925302960069,0.527862772369031,0.666666666666667,0.654688731284476,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",8,TRUE,"equal",-0.0120854542650006,-0.0469622044686417,-0.00487272072318368,0.00438058910822692,-0.0110863269938171,-0.0808772563811149,-0.0142411198521981,0.00484674515595485,0.09679,0.18149,0.30925,72,83,0.55,0.2,0.1,52,445527550,6.00468
"10",10,11,22,33,0.00044,0.000293333333333333,0.00033,11,18,3,6,9,0.00012,8e-05,9e-05,3849,11351,15200,0.15396,0.151346666666667,0.152,1,4,1,0,19454,58552,5,7,12,2e-04,9.33333333333333e-05,0.00012,5532,16423,5532,16428,21960,0.22128,0.21904,0.2196,1,1,2,4e-05,1.33333333333333e-05,2e-05,2353,6931,9284,0.09412,0.0924133333333333,0.09284,2354,6932,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333333333,0.528560993425858,0.528417463313645,0.666666666666667,0.660510748809696,"VE Susc.= 0.55","VE Infect.= 0.2","VE Susc.= 0.55 VE Infect.= 0.2",9,TRUE,"equal",-0.0120854542650006,-0.0469622044686417,-0.00487272072318368,0.00438058910822692,-0.0110863269938171,-0.0808772563811149,-0.0142411198521981,0.00484674515595485,0.09679,0.18149,0.30925,72,83,0.55,0.2,0.1,52,445527550,6.00468
